"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-13 ~ 2026-06-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 춘천시"
"읍면동 : 효자동"
"면적 : 전체"
"금액선택 : 30 ~ 1000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"959","강원특별자치도 춘천시 효자동","7**","12m미만","43.00","월세","202511","21","500","60","2013","남춘로51번길","202512~202712","신규","-","","","단독다가구"
"960","강원특별자치도 춘천시 효자동","4*","8m미만","27.00","월세","202511","21","1,000","35","2004","두하길25번길","202601~202612","신규","-","","","단독다가구"
"961","강원특별자치도 춘천시 효자동","6**","8m미만","28.00","월세","202511","20","300","42","2013","춘천로64번길","202511~202611","신규","-","","","단독다가구"
"962","강원특별자치도 춘천시 효자동","4**","8m미만","28.00","월세","202511","20","300","47","2016","효자로92번길","202511~202611","신규","-","","","단독다가구"
"963","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202511","19","200","30","2013","백령로61번길","202512~202607","신규","-","","","단독다가구"
"964","강원특별자치도 춘천시 효자동","1*","8m미만","40.00","월세","202511","19","500","55","2016","백령로151번길","202512~202612","신규","-","","","단독다가구"
"965","강원특별자치도 춘천시 효자동","6**","12m미만","45.00","월세","202511","19","500","63","2015","춘천로204번길","202512~202612","신규","-","","","단독다가구"
"966","강원특별자치도 춘천시 효자동","6**","12m미만","95.43","월세","202511","19","500","70","1993","둥지길","202512~202712","신규","-","","","단독다가구"
"967","강원특별자치도 춘천시 효자동","4**","8m미만","65.93","월세","202511","19","500","45","1979","명주길","202511~202711","신규","-","","","단독다가구"
"968","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202511","19","300","30","2004","백령로67번길","202511~202711","신규","-","","","단독다가구"
"969","강원특별자치도 춘천시 효자동","6**","12m미만","95.43","월세","202511","19","500","70","1993","둥지길","202512~202712","신규","-","","","단독다가구"
"970","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202511","18","300","50","","백령로151번길","202601~202701","신규","-","","","단독다가구"
"971","강원특별자치도 춘천시 효자동","1**","12m미만","19.00","월세","202511","18","200","30","1995","효제길","202601~202701","신규","-","","","단독다가구"
"972","강원특별자치도 춘천시 효자동","1**","8m미만","19.80","월세","202511","18","100","30","1995","효제길23번길","202511~202605","신규","-","","","단독다가구"
"973","강원특별자치도 춘천시 효자동","1**","8m미만","24.47","월세","202511","18","300","40","2020","백령로67번길","202512~202612","신규","-","","","단독다가구"
"974","강원특별자치도 춘천시 효자동","7**","12m미만","30.53","월세","202511","18","300","42","2015","남춘로55번길","202511~202611","신규","-","","","단독다가구"
"975","강원특별자치도 춘천시 효자동","7**","12m미만","33.00","월세","202511","17","300","40","2015","남춘로55번길","202511~202611","신규","-","","","단독다가구"
"976","강원특별자치도 춘천시 효자동","7**","8m미만","28.00","월세","202511","17","200","30","2001","백령로115번길","202512~202611","신규","-","","","단독다가구"
"977","강원특별자치도 춘천시 효자동","3**","12m미만","35.00","월세","202511","15","500","45","1995","공지로252번길","202512~202612","신규","-","","","단독다가구"
"978","강원특별자치도 춘천시 효자동","6**","8m미만","93.77","월세","202511","14","1,000","50","","도화길","202511~202711","신규","-","","","단독다가구"
"979","강원특별자치도 춘천시 효자동","6**","12m미만","33.00","월세","202511","14","300","40","2013","춘천로68번길","202511~202611","신규","-","","","단독다가구"
"980","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202511","13","300","41","2015","백령로151번길","202602~202702","신규","-","","","단독다가구"
"981","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202511","12","100","20","2002","소전길","202511~202611","신규","-","","","단독다가구"
"982","강원특별자치도 춘천시 효자동","1**","8m미만","18.18","월세","202511","12","200","30","2008","청운길","202512~202612","신규","-","","","단독다가구"
"983","강원특별자치도 춘천시 효자동","6**","12m미만","18.00","월세","202511","12","150","20","1994","남춘로51번길","202511~202611","신규","-","","","단독다가구"
"984","강원특별자치도 춘천시 효자동","7**","8m미만","36.00","월세","202511","10","500","50","1992","백령로107번길","202511~202711","신규","-","","","단독다가구"
"985","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202511","08","300","40","2016","청운길","202601~202701","신규","-","","","단독다가구"
"986","강원특별자치도 춘천시 효자동","6**","8m미만","33.00","월세","202511","07","300","50","2015","서부대성로173번길","202512~202701","신규","-","","","단독다가구"
"987","강원특별자치도 춘천시 효자동","1**","12m미만","20.00","월세","202511","07","200","30","1995","둥지길","202511~202611","신규","-","","","단독다가구"
"988","강원특별자치도 춘천시 효자동","7**","8m미만","33.00","월세","202511","06","200","30","2002","서부대성로206번길","202511~202701","신규","-","","","단독다가구"
"989","강원특별자치도 춘천시 효자동","4**","8m미만","39.81","월세","202511","06","300","39","2015","효자문길11번길","202511~202711","신규","-","","","단독다가구"
"990","강원특별자치도 춘천시 효자동","1**","8m미만","19.60","월세","202511","05","200","17","2020","미려골길","202511~202803","신규","-","","","단독다가구"
"991","강원특별자치도 춘천시 효자동","1**","8m미만","20.16","월세","202511","05","200","19","2020","백령로67번길","202511~202803","신규","-","","","단독다가구"
"992","강원특별자치도 춘천시 효자동","4**","12m미만","14.40","월세","202511","05","200","10","2021","효자상길","202511~202803","신규","-","","","단독다가구"
"993","강원특별자치도 춘천시 효자동","1**","8m미만","17.82","월세","202511","05","200","11","2021","백령로61번길","202511~202803","신규","-","","","단독다가구"
"994","강원특별자치도 춘천시 효자동","3**","8m미만","25.00","월세","202511","05","100","38","2014","공지로264번길","202511~202611","신규","-","","","단독다가구"
"995","강원특별자치도 춘천시 효자동","1**","8m미만","19.80","월세","202511","04","50","25","1995","효제길23번길","202511~202611","신규","-","","","단독다가구"
"996","강원특별자치도 춘천시 효자동","6**","8m미만","28.00","월세","202511","04","300","45","2016","서부대성로173번길","202512~202612","신규","-","","","단독다가구"
"997","강원특별자치도 춘천시 효자동","3**","12m미만","20.00","월세","202511","04","100","25","1995","효석로9번길","202511~202611","신규","-","","","단독다가구"
"998","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202511","03","300","30","2009","전원길","202511~202611","신규","-","","","단독다가구"
"999","강원특별자치도 춘천시 효자동","6**","12m미만","27.00","월세","202511","03","300","47","2016","공지로333번길","202511~202611","신규","-","","","단독다가구"
"1000","강원특별자치도 춘천시 효자동","6**","8m미만","49.50","월세","202511","03","300","45","1991","서부대성로","202511~202711","신규","-","","","단독다가구"
"1001","강원특별자치도 춘천시 효자동","4**","12m미만","51.00","월세","202511","03","500","65","2015","소전길","202511~202611","신규","-","","","단독다가구"
"1002","강원특별자치도 춘천시 효자동","6**","12m미만","45.00","월세","202511","03","500","53","2014","공지로333번길","202511~202611","신규","-","","","단독다가구"
"1003","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202510","31","300","40","2012","법원뒷길","202511~202701","신규","-","","","단독다가구"
"1004","강원특별자치도 춘천시 효자동","1**","8m미만","26.40","월세","202510","31","500","30","2016","효제길23번길","202511~202610","신규","-","","","단독다가구"
"1005","강원특별자치도 춘천시 효자동","6**","12m미만","27.00","월세","202510","30","500","60","1992","춘천로204번길","202510~202610","신규","-","","","단독다가구"
"1006","강원특별자치도 춘천시 효자동","1*","8m미만","33.00","월세","202510","30","500","45","2014","으뜸길4번길","202510~202610","신규","-","","","단독다가구"
"1007","강원특별자치도 춘천시 효자동","6**","8m미만","66.00","월세","202510","30","500","61","2015","백령로151번길","202511~202701","신규","-","","","단독다가구"
"1008","강원특별자치도 춘천시 효자동","6**","8m미만","26.00","월세","202510","29","300","45","2018","서부대성로205번길","202511~202701","신규","-","","","단독다가구"
"1009","강원특별자치도 춘천시 효자동","3**","8m미만","26.00","전세","202510","29","600","0","2016","남춘천새길41번길","202512~202711","신규","-","","","단독다가구"
"1010","강원특별자치도 춘천시 효자동","7**","8m미만","34.11","월세","202510","29","500","39","2015","춘천로310번길","202511~202610","신규","-","","","단독다가구"
"1011","강원특별자치도 춘천시 효자동","5**","8m미만","28.00","월세","202510","28","300","50","2017","춘천로64번길","202510~202610","신규","-","","","단독다가구"
"1012","강원특별자치도 춘천시 효자동","6**","12m미만","28.00","월세","202510","25","500","43","2016","두하길","202601~202701","신규","-","","","단독다가구"
"1013","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202510","24","200","42","2018","백령로67번길","202511~202611","신규","-","","","단독다가구"
"1014","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202510","24","100","35","1991","백령로75번길","202510~202710","신규","-","","","단독다가구"
"1015","강원특별자치도 춘천시 효자동","7**","12m미만","62.35","월세","202510","24","500","65","1971","효평길","202511~202711","신규","-","","","단독다가구"
"1016","강원특별자치도 춘천시 효자동","6**","8m미만","33.00","월세","202510","24","500","52","2019","서부대성로173번길","202511~202611","신규","-","","","단독다가구"
"1017","강원특별자치도 춘천시 효자동","6**","12m미만","30.00","월세","202510","23","300","45","2015","닥나무길9번길","202510~202610","신규","-","","","단독다가구"
"1018","강원특별자치도 춘천시 효자동","6**","12m미만","24.00","월세","202510","23","100","30","1996","서부대성로205번길","202510~202610","신규","-","","","단독다가구"
"1019","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202510","22","500","48","2016","백령로119번길","202510~202610","신규","-","","","단독다가구"
"1020","강원특별자치도 춘천시 효자동","6**","12m미만","30.00","월세","202510","21","500","40","1975","효자로150번길","202510~202710","신규","-","","","단독다가구"
"1021","강원특별자치도 춘천시 효자동","7**","12m미만","28.00","월세","202510","21","200","30","2010","성심로35번길","202510~202610","신규","-","","","단독다가구"
"1022","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202510","20","300","40","2014","효평길","202510~202608","신규","-","","","단독다가구"
"1023","강원특별자치도 춘천시 효자동","7**","12m미만","29.00","월세","202510","20","300","40","2014","효평길","202510~202610","신규","-","","","단독다가구"
"1024","강원특별자치도 춘천시 효자동","3**","8m미만","49.38","월세","202510","19","500","50","1993","남춘천새길41번길","202511~202711","신규","-","","","단독다가구"
"1025","강원특별자치도 춘천시 효자동","1*","8m미만","35.00","월세","202510","18","500","43","2010","백령로165번길","202511~202610","신규","-","","","단독다가구"
"1026","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202510","16","200","35","2002","돌담길","202510~202610","신규","-","","","단독다가구"
"1027","강원특별자치도 춘천시 효자동","7**","8m미만","33.00","월세","202510","15","300","46","2015","춘천로310번길","202510~202610","신규","-","","","단독다가구"
"1028","강원특별자치도 춘천시 효자동","1*","8m미만","28.00","월세","202510","15","300","30","2005","으뜸길4번길","202510~202610","신규","-","","","단독다가구"
"1029","강원특별자치도 춘천시 효자동","7**","25m이상","27.00","월세","202510","14","500","48","2015","춘천로","202510~202610","신규","-","","","단독다가구"
"1030","강원특별자치도 춘천시 효자동","1**","8m미만","21.00","월세","202510","13","50","23","1994","백령로23번길","202510~202603","신규","-","","","단독다가구"
"1031","강원특별자치도 춘천시 효자동","1**","8m미만","27.00","월세","202510","13","200","30","2002","백령로61번길","202602~202701","신규","-","","","단독다가구"
"1032","강원특별자치도 춘천시 효자동","6**","12m미만","33.00","월세","202510","13","300","27","2004","춘천로204번길","202510~202610","신규","-","","","단독다가구"
"1033","강원특별자치도 춘천시 효자동","4*","8m미만","29.00","월세","202510","11","300","45","2013","두하길25번길","202511~202611","신규","-","","","단독다가구"
"1034","강원특별자치도 춘천시 효자동","6**","8m미만","29.00","월세","202510","11","300","30","1998","서부대성로227번길","202510~202612","신규","-","","","단독다가구"
"1035","강원특별자치도 춘천시 효자동","6**","12m미만","31.10","월세","202510","11","300","40","2003","춘천로204번길","202510~202610","신규","-","","","단독다가구"
"1036","강원특별자치도 춘천시 효자동","6**","25m미만","48.36","월세","202510","11","500","60","1972","춘천로204번길","202511~202711","신규","-","","","단독다가구"
"1037","강원특별자치도 춘천시 효자동","1*","8m미만","23.00","월세","202510","09","300","37","2016","백령로151번길","202510~202608","신규","-","","","단독다가구"
"1038","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202510","09","500","45","2018","둥지길","202510~202610","신규","-","","","단독다가구"
"1039","강원특별자치도 춘천시 효자동","5**","8m미만","20.00","월세","202510","08","200","30","2012","춘천로64번길","202510~202610","신규","-","","","단독다가구"
"1040","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202510","03","300","45","2016","백령로115번길","202510~202612","신규","-","","","단독다가구"
"1041","강원특별자치도 춘천시 효자동","1*","8m미만","30.00","월세","202510","01","300","37","2010","백령로165번길","202510~202610","신규","-","","","단독다가구"
"1042","강원특별자치도 춘천시 효자동","1**","8m미만","20.16","월세","202509","30","200","19","2020","백령로67번길","202509~202712","신규","-","","","단독다가구"
"1043","강원특별자치도 춘천시 효자동","1**","8m미만","18.36","월세","202509","30","200","15","","백령로67번길","202509~202712","신규","-","","","단독다가구"
"1044","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202509","29","300","45","2016","백령로61번길","202509~202609","신규","-","","","단독다가구"
"1045","강원특별자치도 춘천시 효자동","6**","8m미만","66.42","월세","202509","27","1,000","50","1977","공지로","202511~202711","신규","-","","","단독다가구"
"1046","강원특별자치도 춘천시 효자동","1**","8m미만","40.00","월세","202509","27","300","50","2013","도화길6번길","202510~202610","신규","-","","","단독다가구"
"1047","강원특별자치도 춘천시 효자동","4**","8m미만","28.00","월세","202509","27","300","40","2015","효명1길","202510~202610","신규","-","","","단독다가구"
"1048","강원특별자치도 춘천시 효자동","1**","8m미만","43.00","월세","202509","26","300","40","1990","효제길23번길","202510~202610","신규","-","","","단독다가구"
"1049","강원특별자치도 춘천시 효자동","6**","12m미만","71.27","월세","202509","25","600","52","1997","효명길","202509~202709","신규","-","","","단독다가구"
"1050","강원특별자치도 춘천시 효자동","4**","8m미만","39.00","월세","202509","25","100","50","1992","효자로92번길","202509~202708","신규","-","","","단독다가구"
"1051","강원특별자치도 춘천시 효자동","7**","12m미만","25.00","월세","202509","24","300","40","2020","남춘로55번길","202510~202610","신규","-","","","단독다가구"
"1052","강원특별자치도 춘천시 효자동","1**","12m미만","26.00","월세","202509","23","300","38","2015","둥지길","202510~202610","신규","-","","","단독다가구"
"1053","강원특별자치도 춘천시 효자동","6**","12m미만","29.75","월세","202509","23","300","30","2002","전원길","202510~202610","신규","-","","","단독다가구"
"1054","강원특별자치도 춘천시 효자동","6**","8m미만","28.00","월세","202509","22","300","45","2016","서부대성로173번길","202509~202609","신규","-","","","단독다가구"
"1055","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202509","22","200","30","2016","효제길","202509~202602","신규","-","","","단독다가구"
"1056","강원특별자치도 춘천시 효자동","7**","8m미만","45.00","월세","202509","20","300","35","1997","전원길","202510~202710","신규","-","","","단독다가구"
"1057","강원특별자치도 춘천시 효자동","6**","8m미만","36.00","월세","202509","20","500","57","2017","효자로150번길","202509~202609","신규","-","","","단독다가구"
"1058","강원특별자치도 춘천시 효자동","6**","25m미만","49.68","월세","202509","19","500","42","1983","효자로","202509~202709","신규","-","","","단독다가구"
"1059","강원특별자치도 춘천시 효자동","2**","8m미만","27.00","월세","202509","18","100","38","2016","공지로242번길","202509~202609","신규","-","","","단독다가구"
"1060","강원특별자치도 춘천시 효자동","1**","8m미만","40.00","월세","202509","18","300","50","2013","도화길6번길","202509~202609","신규","-","","","단독다가구"
"1061","강원특별자치도 춘천시 효자동","1**","8m미만","40.00","월세","202509","17","500","60","2018","도화길","202510~202610","신규","-","","","단독다가구"
"1062","강원특별자치도 춘천시 효자동","6**","12m미만","120.00","월세","202509","17","800","70","1992","춘천로204번길","202510~202711","신규","-","","","단독다가구"
"1063","강원특별자치도 춘천시 효자동","1**","8m미만","29.70","월세","202509","17","300","35","2011","효자로102번길","202509~202609","신규","-","","","단독다가구"
"1064","강원특별자치도 춘천시 효자동","6**","8m미만","33.00","월세","202509","15","300","50","2002","백령로147번길","202509~202609","신규","-","","","단독다가구"
"1065","강원특별자치도 춘천시 효자동","1**","8m미만","45.00","월세","202509","15","500","55","2017","효자로102번길","202510~202610","신규","-","","","단독다가구"
"1066","강원특별자치도 춘천시 효자동","5**","8m미만","26.00","월세","202509","15","200","30","2012","춘천로64번길","202509~202609","신규","-","","","단독다가구"
"1067","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202509","15","300","30","2016","백령로67번길","202509~202608","신규","-","","","단독다가구"
"1068","강원특별자치도 춘천시 효자동","2**","8m미만","20.00","월세","202509","14","300","38","2017","공지로218번길","202509~202609","신규","-","","","단독다가구"
"1069","강원특별자치도 춘천시 효자동","1**","12m미만","28.00","월세","202509","14","300","50","2017","효제길","202509~202609","신규","-","","","단독다가구"
"1070","강원특별자치도 춘천시 효자동","4**","8m미만","39.00","월세","202509","13","100","50","1992","효자로92번길","202509~202708","신규","-","","","단독다가구"
"1071","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202509","12","300","41","2015","백령로151번길","202509~202608","신규","-","","","단독다가구"
"1072","강원특별자치도 춘천시 효자동","6**","12m미만","42.07","월세","202509","12","1,000","50","1970","소전길","202509~202909","신규","-","","","단독다가구"
"1073","강원특별자치도 춘천시 효자동","3**","8m미만","30.00","월세","202509","11","100","31","2003","법원뒷길","202509~202709","신규","-","","","단독다가구"
"1074","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202509","11","300","37","2012","춘천로296번길","202509~202609","신규","-","","","단독다가구"
"1075","강원특별자치도 춘천시 효자동","1**","8m미만","35.00","월세","202509","10","300","40","2016","백령로61번길","202509~202609","신규","-","","","단독다가구"
"1076","강원특별자치도 춘천시 효자동","4*","12m미만","25.00","월세","202509","09","300","35","2002","성심로","202509~202609","신규","-","","","단독다가구"
"1077","강원특별자치도 춘천시 효자동","6**","8m미만","27.00","월세","202509","09","300","39","2013","춘천로64번길","202510~202609","신규","-","","","단독다가구"
"1078","강원특별자치도 춘천시 효자동","4**","8m미만","49.74","월세","202509","09","300","30","1975","효자로92번길","202509~202709","신규","-","","","단독다가구"
"1079","강원특별자치도 춘천시 효자동","1*","8m미만","27.00","월세","202509","09","300","40","2013","백령로165번길","202510~202610","신규","-","","","단독다가구"
"1080","강원특별자치도 춘천시 효자동","2**","8m미만","28.00","월세","202509","09","1,000","30","2016","공지로","202509~202609","신규","-","","","단독다가구"
"1081","강원특별자치도 춘천시 효자동","1**","8m미만","39.00","월세","202509","08","500","50","2014","백령로25번길","202509~202606","신규","-","","","단독다가구"
"1082","강원특별자치도 춘천시 효자동","1**","8m미만","35.10","월세","202509","07","300","40","2001","두하길25번길","202509~202607","신규","-","","","단독다가구"
"1083","강원특별자치도 춘천시 효자동","6**","8m미만","29.00","월세","202509","06","300","42","2013","춘천로64번길","202509~202609","신규","-","","","단독다가구"
"1084","강원특별자치도 춘천시 효자동","7**","12m미만","29.70","월세","202509","05","300","42","2016","효평길","202509~202609","신규","-","","","단독다가구"
"1085","강원특별자치도 춘천시 효자동","1*","8m미만","36.00","월세","202509","04","500","56","2017","백령로165번길","202509~202609","신규","-","","","단독다가구"
"1086","강원특별자치도 춘천시 효자동","6**","12m미만","27.00","월세","202509","03","300","48","2018","두하길","202509~202609","신규","-","","","단독다가구"
"1087","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202509","02","300","37","2014","백령로67번길","202509~202602","신규","-","","","단독다가구"
"1088","강원특별자치도 춘천시 효자동","4**","8m미만","64.10","월세","202509","02","500","40","1979","소전길20번길","202509~202709","신규","-","","","단독다가구"
"1089","강원특별자치도 춘천시 효자동","1**","12m미만","52.10","월세","202509","01","1,000","60","1984","둥지길","202509~202709","신규","-","","","단독다가구"
"1090","강원특별자치도 춘천시 효자동","3**","8m미만","21.00","월세","202508","30","200","36","2016","공지로252번길","202508~202602","신규","-","","","단독다가구"
"1091","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202508","30","300","50","2023","백령로107번길","202509~202703","신규","-","","","단독다가구"
"1092","강원특별자치도 춘천시 효자동","4*","8m미만","39.60","월세","202508","29","500","40","1989","백령로151번길","202508~202608","신규","-","","","단독다가구"
"1093","강원특별자치도 춘천시 효자동","1**","8m미만","40.00","월세","202508","28","500","50","2017","효자로102번길","202508~202608","신규","-","","","단독다가구"
"1094","강원특별자치도 춘천시 효자동","1**","8m미만","47.00","월세","202508","28","500","55","2017","도화길6번길","202509~202609","신규","-","","","단독다가구"
"1095","강원특별자치도 춘천시 효자동","6**","12m미만","30.00","월세","202508","28","500","42","","효자로","202509~202709","신규","-","","","단독다가구"
"1096","강원특별자치도 춘천시 효자동","6**","8m미만","25.00","월세","202508","27","500","45","2017","서부대성로227번길","202508~202608","신규","-","","","단독다가구"
"1097","강원특별자치도 춘천시 효자동","7**","8m미만","23.00","월세","202508","27","300","60","1997","백령로119번길","202508~202608","신규","-","","","단독다가구"
"1098","강원특별자치도 춘천시 효자동","7**","8m미만","249.48","월세","202508","25","200","48","1993","백령로111번길","202509~202608","신규","-","","","단독다가구"
"1099","강원특별자치도 춘천시 효자동","1*","8m미만","33.00","월세","202508","25","300","45","1997","서부대성로239번길","202508~202607","신규","-","","","단독다가구"
"1100","강원특별자치도 춘천시 효자동","1*","8m미만","26.00","월세","202508","24","300","30","2004","백령로165번길","-","-","-","","","단독다가구"
"1101","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202508","23","300","43","","백령로67번길","202508~202608","신규","-","","","단독다가구"
"1102","강원특별자치도 춘천시 효자동","1**","8m미만","81.27","월세","202508","23","500","45","1990","서부대성로173번길","202509~202709","신규","-","","","단독다가구"
"1103","강원특별자치도 춘천시 효자동","1**","8m미만","62.46","월세","202508","23","500","50","1989","백령로23번길","202508~202708","신규","-","","","단독다가구"
"1104","강원특별자치도 춘천시 효자동","7**","25m미만","33.00","월세","202508","22","100","38","1990","백령로","202508~202608","신규","-","","","단독다가구"
"1105","강원특별자치도 춘천시 효자동","2**","8m미만","25.00","월세","202508","22","300","40","2017","공지로218번길","202508~202608","신규","-","","","단독다가구"
"1106","강원특별자치도 춘천시 효자동","1**","8m미만","45.00","월세","202508","22","500","55","2015","도화길6번길","202508~202608","신규","-","","","단독다가구"
"1107","강원특별자치도 춘천시 효자동","6**","8m미만","22.95","월세","202508","22","300","40","","백령로138번길","202508~202602","신규","-","","","단독다가구"
"1108","강원특별자치도 춘천시 효자동","1**","12m미만","20.00","월세","202508","22","100","29","2003","둥지길","202508~202608","신규","-","","","단독다가구"
"1109","강원특별자치도 춘천시 효자동","1**","25m미만","70.00","월세","202508","21","500","60","1997","백령로","202508~202608","신규","-","","","단독다가구"
"1110","강원특별자치도 춘천시 효자동","1**","25m미만","23.00","월세","202508","21","400","43","2017","백령로","202509~202602","신규","-","","","단독다가구"
"1111","강원특별자치도 춘천시 효자동","6**","12m미만","28.00","월세","202508","20","500","43","2016","두하길","202509~202609","신규","-","","","단독다가구"
"1112","강원특별자치도 춘천시 효자동","1**","8m미만","19.80","월세","202508","20","100","30","1995","효제길23번길","202508~202608","신규","-","","","단독다가구"
"1113","강원특별자치도 춘천시 효자동","6**","12m미만","40.00","월세","202508","19","300","45","2016","닥나무길9번길","202508~202608","신규","-","","","단독다가구"
"1114","강원특별자치도 춘천시 효자동","3**","8m미만","78.30","월세","202508","19","500","60","1993","공지로252번길","202508~202708","신규","-","","","단독다가구"
"1115","강원특별자치도 춘천시 효자동","7**","12m미만","25.00","월세","202508","19","300","30","2005","성심로47번길","202508~202608","신규","-","","","단독다가구"
"1116","강원특별자치도 춘천시 효자동","1**","8m미만","23.10","월세","202508","18","300","43","2022","백령로67번길","202508~202608","신규","-","","","단독다가구"
"1117","강원특별자치도 춘천시 효자동","6**","8m미만","65.70","월세","202508","18","500","40","1985","효명길","202508~202708","갱신","사용","500","40","단독다가구"
"1118","강원특별자치도 춘천시 효자동","1*","8m미만","54.41","월세","202508","18","500","50","1983","백령로165번길","202508~202608","신규","-","","","단독다가구"
"1119","강원특별자치도 춘천시 효자동","3**","25m미만","49.50","월세","202508","17","100","40","1983","효석로25번길","202508~202608","신규","-","","","단독다가구"
"1120","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202508","16","300","35","1994","서부대성로184번길","202508~202602","신규","-","","","단독다가구"
"1121","강원특별자치도 춘천시 효자동","1**","8m미만","26.10","월세","202508","15","300","39","2016","백령로67번길","202508~202608","신규","-","","","단독다가구"
"1122","강원특별자치도 춘천시 효자동","7**","12m미만","33.00","월세","202508","14","300","40","2015","남춘로55번길","202510~202610","신규","-","","","단독다가구"
"1123","강원특별자치도 춘천시 효자동","7**","12m미만","33.00","월세","202508","14","300","40","2015","남춘로55번길","-","-","-","","","단독다가구"
"1124","강원특별자치도 춘천시 효자동","1*","12m미만","20.00","월세","202508","14","300","40","2016","으뜸길","202508~202608","신규","-","","","단독다가구"
"1125","강원특별자치도 춘천시 효자동","1**","8m미만","24.23","월세","202508","14","200","30","2009","백령로67번길","202508~202602","신규","-","","","단독다가구"
"1126","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202508","13","300","35","2015","전원길","202508~202608","신규","-","","","단독다가구"
"1127","강원특별자치도 춘천시 효자동","3**","8m미만","20.00","월세","202508","12","100","30","1998","공지로264번길","202508~202608","신규","-","","","단독다가구"
"1128","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202508","11","200","45","2015","공지로264번길","202508~202608","신규","-","","","단독다가구"
"1129","강원특별자치도 춘천시 효자동","1**","8m미만","19.00","월세","202508","11","100","29","2005","백령로23번길","-","-","-","","","단독다가구"
"1130","강원특별자치도 춘천시 효자동","6**","25m미만","39.56","월세","202508","11","200","40","","서부대성로","202508~202603","신규","-","","","단독다가구"
"1131","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202508","11","300","33","2016","백령로25번길","202508~202608","신규","-","","","단독다가구"
"1132","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202508","11","300","36","1996","백령로23번길","202509~202602","신규","-","","","단독다가구"
"1133","강원특별자치도 춘천시 효자동","6**","12m미만","30.00","월세","202508","11","300","48","","춘천로204번길","202508~202608","신규","-","","","단독다가구"
"1134","강원특별자치도 춘천시 효자동","1**","12m미만","24.00","월세","202508","11","300","30","2002","돌담길","202508~202608","신규","-","","","단독다가구"
"1135","강원특별자치도 춘천시 효자동","1**","12m미만","45.61","월세","202508","10","300","45","2014","효제길","202508~202608","신규","-","","","단독다가구"
"1136","강원특별자치도 춘천시 효자동","6**","12m미만","30.00","월세","202508","10","300","48","2017","춘천로204번길","202508~202602","신규","-","","","단독다가구"
"1137","강원특별자치도 춘천시 효자동","1**","8m미만","66.87","월세","202508","10","500","50","","도화길6번길","202508~202708","신규","-","","","단독다가구"
"1138","강원특별자치도 춘천시 효자동","6**","12m미만","26.00","월세","202508","08","300","45","2018","두하길","202508~202608","신규","-","","","단독다가구"
